c_of_o_id,plot_number,block_number,area_name,state,owner_name,date_registered,status
C-OF-O-C73EC121,182,24,GRA,Enugu,Peter Obasanjo,2017-03-03,Verified
C-OF-O-BC50418D,139,8,Enugu-Ukwu,Anambra,Gloria Okafor,2011-12-23,Verified
C-OF-O-7BAC1445,48,39,Ikeja GRA,Lagos,Benjamin Uche,2017-11-22,Verified
C-OF-O-1E66BEAE,146,23,Uwani,Enugu,Peace Oshodi,2011-05-04,Verified
C-OF-O-9CCA2533,189,34,Ikeja GRA,Lagos,John Eze,2021-07-23,Verified
C-OF-O-F18262FC,184,45,Ikoyi,Lagos,Nathaniel Oyekan,2024-01-21,Verified
C-OF-O-6AC02776,107,3,Ikoyi,Lagos,Cornelius Akinwale,2018-07-29,Verified
C-OF-O-E7896EE1,184,41,Nnewi,Anambra,Gloria Oshodi,2015-12-15,Verified
C-OF-O-28914FEE,52,20,Ikoyi,Lagos,Charity Akinwale,2016-05-06,Verified
C-OF-O-71856D58,105,22,Trans-Ekulu,Enugu,John Uche,2012-08-04,Verified
C-OF-O-A611CD0D,152,30,Ikeja GRA,Lagos,Daniel Uche,2014-12-12,Verified
C-OF-O-11D2AA96,11,27,Victoria Island,Lagos,Nathaniel Balogun,2023-02-20,Verified
C-OF-O-E2AF4B7B,56,25,New Haven,Enugu,Sarah Akinwale,2018-11-07,Verified
C-OF-O-FA87590A,32,24,Ikoyi,Lagos,Juliet Akinwale,2020-04-06,Verified
C-OF-O-C4EC9500,39,30,Uwani,Enugu,Sarah Okonkwo,2014-11-06,Verified
C-OF-O-E89D95FD,55,9,Ikeja GRA,Lagos,Daniel Abiola,2021-04-27,Verified
C-OF-O-D22FD7B0,193,2,Amawbia,Anambra,Peace Olawale,2011-07-05,Verified
C-OF-O-E72974FD,160,49,Surulere,Lagos,Joshua Akinwale,2014-08-09,Verified
C-OF-O-5FD3555E,140,5,Nnewi,Anambra,Hope Ekwueme,2018-05-26,Verified
C-OF-O-B6A2B1FB,40,3,GRA,Enugu,Andrew Oyekan,2024-05-11,Verified
C-OF-O-A41D91E6,193,26,Onitsha GRA,Anambra,Gabriel Chukwu,2017-06-14,Verified
C-OF-O-0A8ACA18,189,38,Amawbia,Anambra,Hope Olawale,2019-08-28,Verified
C-OF-O-0E8C1B0F,104,4,Onitsha GRA,Anambra,Benjamin Okafor,2024-08-15,Verified
C-OF-O-E4E0B096,40,23,GRA,Enugu,Peace Adetokunbo,2016-04-25,Verified
C-OF-O-B88AE306,167,18,Ikoyi,Lagos,Angela Adetokunbo,2014-12-22,Verified
C-OF-O-1E7785E7,121,27,New Haven,Enugu,Patience Chukwu,2019-05-15,Verified
C-OF-O-FF0E62F5,26,23,Enugu-Ukwu,Anambra,James Adeyemi,2022-11-28,Verified
C-OF-O-7E5216BF,79,38,Amawbia,Anambra,Cornelius Adetokunbo,2022-11-18,Verified
C-OF-O-4AA0653C,163,6,Enugu-Ukwu,Anambra,James Oshodi,2015-08-12,Verified
C-OF-O-B8B4F39E,54,13,GRA,Enugu,Charity Obi,2013-01-22,Verified
C-OF-O-8CDD3BDB,80,50,Victoria Island,Lagos,Ruth Balogun,2017-11-23,Verified
C-OF-O-4B1BFDB3,149,34,Nnewi,Anambra,Mark Eze,2015-02-12,Verified
C-OF-O-B194FB8F,80,35,Trans-Ekulu,Enugu,Joy Oshodi,2018-11-05,Verified
C-OF-O-92911A7A,102,3,Victoria Island,Lagos,Faith Abiola,2012-03-24,Verified
C-OF-O-44D94CAA,171,35,Ikeja GRA,Lagos,Stephen Eze,2013-12-29,Verified
C-OF-O-AD1FC4DD,96,22,GRA,Enugu,Mark Obasanjo,2022-09-24,Verified
C-OF-O-73C3A804,67,33,Victoria Island,Lagos,Daniel Okonkwo,2016-10-04,Verified
C-OF-O-8F8A7A0D,162,21,Uwani,Enugu,Victoria Okonkwo,2014-08-30,Verified
C-OF-O-77415A09,54,44,Victoria Island,Lagos,Michael Obasanjo,2017-09-19,Verified
C-OF-O-B9ADB753,191,17,Victoria Island,Lagos,Joy Balogun,2013-04-20,Verified
C-OF-O-EC9E21E2,52,47,Ikoyi,Lagos,Deborah Abiola,2019-09-25,Verified
C-OF-O-E529A41E,99,42,Uwani,Enugu,Peter Ekwueme,2017-10-05,Verified
C-OF-O-B2BCEE37,86,41,Uwani,Enugu,Peter Okonkwo,2019-02-14,Verified
C-OF-O-A681C00C,46,48,Trans-Ekulu,Enugu,Nathaniel Oshodi,2018-02-14,Verified
C-OF-O-A161BAF0,33,49,Victoria Island,Lagos,Joshua Ekwueme,2013-09-18,Verified
C-OF-O-C70ED2F5,25,29,GRA,Enugu,Charity Adeyemi,2020-01-09,Verified
C-OF-O-0E7C25CB,157,8,Onitsha GRA,Anambra,Peace Obasanjo,2019-12-20,Verified
C-OF-O-4828AD00,68,31,New Haven,Enugu,Charity Olawale,2012-01-25,Verified
C-OF-O-AE2F4170,82,45,Onitsha GRA,Anambra,Grace Adetokunbo,2020-09-20,Verified
C-OF-O-E8C7706B,42,7,Onitsha GRA,Anambra,Hope Chukwu,2016-04-08,Verified
C-OF-O-5E648063,142,50,Trans-Ekulu,Enugu,Esther Oshodi,2019-01-21,Verified
C-OF-O-D8D84384,66,6,Surulere,Lagos,Grace Adeyemi,2011-07-09,Verified
C-OF-O-E4058A6E,140,32,Enugu-Ukwu,Anambra,Peace Nnamani,2019-12-15,Verified
C-OF-O-C8505D1E,75,21,Ikeja GRA,Lagos,Sarah Balogun,2020-05-25,Verified
C-OF-O-2AE5A488,92,44,Onitsha GRA,Anambra,Patience Abiola,2016-07-10,Verified
C-OF-O-87BE867C,178,31,New Haven,Enugu,Daniel Ekwueme,2013-04-18,Verified
C-OF-O-767F74CD,195,14,New Haven,Enugu,Patience Balogun,2019-02-14,Verified
C-OF-O-A02E55D7,139,3,Nnewi,Anambra,John Ibrahim,2011-12-11,Verified
C-OF-O-06CFA643,116,10,Enugu-Ukwu,Anambra,Peace Oyekan,2018-05-02,Verified
C-OF-O-07F67E36,161,37,Ikeja GRA,Lagos,Angela Ibrahim,2022-09-19,Verified
C-OF-O-F50804AA,7,15,Victoria Island,Lagos,Angela Nnamani,2011-03-26,Verified
C-OF-O-BBB9AA34,182,41,Surulere,Lagos,Juliet Abiola,2012-01-17,Verified
C-OF-O-90982F2C,151,9,Surulere,Lagos,Mark Ibrahim,2018-09-02,Verified
C-OF-O-25F01B89,154,27,Ikoyi,Lagos,Daniel Okonkwo,2017-04-21,Verified
C-OF-O-A6E8EFA7,167,49,Enugu-Ukwu,Anambra,Paul Oyekan,2015-04-01,Verified
C-OF-O-58194988,101,39,Uwani,Enugu,Elizabeth Ekwueme,2011-12-17,Verified
C-OF-O-D1F3C22B,168,39,Trans-Ekulu,Enugu,Peace Oyekan,2020-06-18,Verified
C-OF-O-4B8AD9CF,131,14,Trans-Ekulu,Enugu,Faith Oshodi,2024-03-19,Verified
C-OF-O-27C105C3,176,6,Enugu-Ukwu,Anambra,Charity Chukwu,2023-08-26,Verified
C-OF-O-5AC58B74,58,16,Uwani,Enugu,Peter Obi,2022-05-25,Verified
C-OF-O-3C5DF1D2,168,48,GRA,Enugu,Ruth Oyekan,2011-05-26,Verified
C-OF-O-9657FC9F,93,16,Uwani,Enugu,Philip Okonkwo,2012-03-05,Verified
C-OF-O-20899BBD,152,18,Nnewi,Anambra,Gloria Adeyemi,2016-11-15,Verified
C-OF-O-715C51C5,91,27,Enugu-Ukwu,Anambra,Charity Adeyemi,2021-01-20,Verified
C-OF-O-A1A274F3,84,49,Trans-Ekulu,Enugu,Grace Okonkwo,2018-11-28,Verified
C-OF-O-E75B3A2E,3,46,Trans-Ekulu,Enugu,Peace Eze,2020-12-15,Verified
C-OF-O-1DEB3A85,196,22,Onitsha GRA,Anambra,Juliet Nnamani,2022-09-06,Verified
C-OF-O-DB0946F4,145,21,Nnewi,Anambra,David Adetokunbo,2014-06-10,Verified
C-OF-O-07EF7904,77,34,Enugu-Ukwu,Anambra,Stephen Uche,2011-12-23,Verified
C-OF-O-81B52582,71,24,Onitsha GRA,Anambra,Patience Uche,2010-12-10,Verified
C-OF-O-C7F103E3,1,39,Onitsha GRA,Anambra,John Adetokunbo,2021-10-24,Verified
C-OF-O-0AAFAE9E,101,25,Ikoyi,Lagos,Andrew Okafor,2013-01-07,Verified
C-OF-O-FAB5652E,126,45,Ikeja GRA,Lagos,Philip Akinwale,2020-02-24,Verified
C-OF-O-B471E40B,104,38,Uwani,Enugu,Charity Oshodi,2013-12-09,Verified
C-OF-O-93DA1A3E,25,26,Amawbia,Anambra,Ruth Chukwu,2019-06-01,Verified
C-OF-O-1DE26D1A,185,39,Uwani,Enugu,Andrew Ogunleye,2024-02-02,Verified
C-OF-O-406F0985,57,34,Nnewi,Anambra,Peter Ogunleye,2023-07-18,Verified
C-OF-O-9AC9C513,174,36,Surulere,Lagos,Grace Ibrahim,2014-01-07,Verified
C-OF-O-13FC8D10,46,17,Trans-Ekulu,Enugu,Michael Obasanjo,2024-08-04,Verified
C-OF-O-E83BDDCE,174,1,New Haven,Enugu,Juliet Ogunleye,2014-01-02,Verified
C-OF-O-F02AE12E,166,34,New Haven,Enugu,Faith Ogunleye,2024-08-23,Verified
C-OF-O-FF9131F7,2,10,Victoria Island,Lagos,David Okonkwo,2018-10-06,Verified
C-OF-O-7B6BE88B,67,19,Trans-Ekulu,Enugu,Emmanuel Chukwu,2022-04-21,Verified
C-OF-O-E1931EF8,120,38,Enugu-Ukwu,Anambra,Mark Akinwale,2020-07-02,Verified
C-OF-O-9C79A826,119,26,Ikeja GRA,Lagos,Nathaniel Obi,2023-01-04,Verified
C-OF-O-CFDDC99E,184,40,Ikoyi,Lagos,Agnes Ekwueme,2011-04-13,Verified
C-OF-O-72606881,54,2,Ikoyi,Lagos,Gloria Ekwueme,2018-03-03,Verified
C-OF-O-BEF408F9,17,4,Uwani,Enugu,Nathaniel Uche,2019-12-14,Verified
C-OF-O-857BC378,192,38,Surulere,Lagos,Joshua Oyekan,2011-02-21,Verified
C-OF-O-6C5E8D52,178,49,Ikoyi,Lagos,Simon Adetokunbo,2013-09-01,Verified
C-OF-O-E9DF2818,46,47,Nnewi,Anambra,Joseph Oyekan,2020-11-25,Verified
C-OF-O-79411F40,199,34,Nnewi,Anambra,Peter Ogunleye,2019-06-29,Verified
C-OF-O-D56596CA,171,22,Nnewi,Anambra,Samuel Adetokunbo,2016-07-02,Verified
C-OF-O-78EC31F7,134,16,Victoria Island,Lagos,Peter Ekwueme,2014-03-06,Verified
C-OF-O-BE2A6449,10,4,Onitsha GRA,Anambra,Faith Abiola,2024-10-03,Verified
C-OF-O-596EA55C,27,22,Ikoyi,Lagos,Simon Ekwueme,2016-08-02,Verified
C-OF-O-B842F14E,57,13,GRA,Enugu,Samuel Adeyemi,2012-06-23,Verified
C-OF-O-323558A2,170,44,Uwani,Enugu,Sarah Oyekan,2011-08-30,Verified
C-OF-O-AB74979E,88,14,Ikoyi,Lagos,Simon Nnamani,2018-04-30,Verified
C-OF-O-EF31FB2F,56,50,Enugu-Ukwu,Anambra,Angela Oyekan,2022-03-20,Verified
C-OF-O-22D0BA0C,107,31,Onitsha GRA,Anambra,Mary Ibrahim,2020-04-03,Verified
C-OF-O-35C518EA,97,2,New Haven,Enugu,Grace Obasanjo,2016-12-06,Verified
C-OF-O-15EAD4EB,18,25,Amawbia,Anambra,Comfort Olawale,2016-12-11,Verified
C-OF-O-FCC76FC4,111,13,Nnewi,Anambra,Peter Oshodi,2023-10-26,Verified
C-OF-O-27DE8521,38,8,Trans-Ekulu,Enugu,Joseph Adetokunbo,2013-12-01,Verified
C-OF-O-0D7AFE58,67,29,Ikeja GRA,Lagos,James Oyekan,2016-09-09,Verified
C-OF-O-289122D0,89,50,Onitsha GRA,Anambra,Philip Okafor,2020-08-13,Verified
C-OF-O-62073871,196,4,Ikeja GRA,Lagos,Faith Chukwu,2021-09-14,Verified
C-OF-O-66A81514,200,18,Nnewi,Anambra,Deborah Ibrahim,2022-04-14,Pledged as Collateral
C-OF-O-2E8774D4,193,43,Trans-Ekulu,Enugu,Esther Adeyemi,2014-08-20,Verified
C-OF-O-D9B093B8,41,27,Enugu-Ukwu,Anambra,Andrew Obi,2018-03-28,Verified
C-OF-O-BB96EF73,179,14,Ikeja GRA,Lagos,Ruth Ojo,2016-09-26,Verified
C-OF-O-23B9A693,142,15,Amawbia,Anambra,Angela Adetokunbo,2021-11-28,Verified
C-OF-O-931A5E8D,189,43,Onitsha GRA,Anambra,Peter Okafor,2023-12-17,Verified
C-OF-O-5DB671BF,72,38,Victoria Island,Lagos,Deborah Okonkwo,2020-04-04,Verified
C-OF-O-E0DBCE46,43,44,Surulere,Lagos,James Oshodi,2013-11-10,Verified
C-OF-O-5B0EA7CB,58,22,Enugu-Ukwu,Anambra,Esther Nnamani,2015-02-24,Verified
C-OF-O-2B283D9F,88,22,Amawbia,Anambra,Gabriel Uche,2023-02-16,Verified
C-OF-O-CA2A821B,7,13,Ikeja GRA,Lagos,Stephen Okafor,2015-05-12,Verified
C-OF-O-A69D7219,183,39,Uwani,Enugu,David Balogun,2017-12-29,Verified
C-OF-O-1B0E9EA6,89,25,Nnewi,Anambra,Philip Oyekan,2021-12-03,Verified
C-OF-O-107DADC3,72,19,Surulere,Lagos,Peter Okafor,2017-09-28,Verified
C-OF-O-945ED768,97,19,Amawbia,Anambra,Patience Obasanjo,2019-05-25,Verified
C-OF-O-EE8733B9,19,16,Victoria Island,Lagos,Patience Balogun,2014-03-09,Verified
C-OF-O-CCD0C23D,47,9,Nnewi,Anambra,Philip Adeyemi,2015-06-04,Verified
C-OF-O-EB7460E9,7,50,Trans-Ekulu,Enugu,Victoria Ojo,2019-05-14,Verified
C-OF-O-F7AF7C50,54,41,Surulere,Lagos,Mark Ibrahim,2017-05-11,Verified
C-OF-O-84BD956F,182,16,Trans-Ekulu,Enugu,Blessing Okafor,2011-10-31,Verified
C-OF-O-DD3C1CEB,117,26,Uwani,Enugu,Patience Akinwale,2016-11-30,Verified
C-OF-O-92C4AB9C,66,30,Amawbia,Anambra,Gabriel Abiola,2024-08-02,Verified
C-OF-O-80F64D04,89,6,Onitsha GRA,Anambra,Nathaniel Obi,2024-07-04,Verified
C-OF-O-0CBEEB9C,43,28,Nnewi,Anambra,Cornelius Balogun,2019-02-07,Verified
C-OF-O-20E8806E,79,50,Surulere,Lagos,Joy Obasanjo,2018-04-03,Verified
C-OF-O-D2FEE8BC,17,47,Victoria Island,Lagos,James Oshodi,2021-07-12,Verified
C-OF-O-DB33E039,146,38,Surulere,Lagos,Blessing Okafor,2024-09-16,Verified
C-OF-O-10FEF90F,150,5,Onitsha GRA,Anambra,Paul Chukwu,2014-07-16,Verified
C-OF-O-CA6E514F,78,18,GRA,Enugu,Michael Uche,2011-05-13,Verified
C-OF-O-BBD88E2F,62,25,Uwani,Enugu,David Chukwu,2022-12-22,Verified
C-OF-O-23CD337C,1,50,Nnewi,Anambra,David Okafor,2020-06-21,Verified
C-OF-O-3B3E1127,183,50,Ikeja GRA,Lagos,Philip Adeyemi,2022-03-16,Verified
C-OF-O-628C6DE6,189,16,Uwani,Enugu,Samuel Ibrahim,2024-04-01,Verified
C-OF-O-E11B1572,199,37,New Haven,Enugu,Joy Ogunleye,2016-02-29,Verified
C-OF-O-F27122E9,75,24,Ikoyi,Lagos,Ruth Obasanjo,2015-11-22,Verified
C-OF-O-3331BB8A,25,39,Ikoyi,Lagos,Charity Ojo,2012-07-04,Verified
C-OF-O-AD53940A,3,36,Ikoyi,Lagos,Emmanuel Ojo,2024-06-06,Verified
C-OF-O-2E79C2CE,186,4,Ikeja GRA,Lagos,Faith Chukwu,2016-01-05,Verified
C-OF-O-975A1E6D,128,12,Surulere,Lagos,Joshua Obi,2012-10-18,Verified
C-OF-O-52797A78,101,41,GRA,Enugu,Deborah Ogunleye,2024-09-22,Verified
C-OF-O-39CC573D,65,27,Amawbia,Anambra,Gloria Olawale,2018-10-09,Verified
C-OF-O-DF0DADDD,60,27,Surulere,Lagos,Joseph Okonkwo,2019-12-14,Verified
C-OF-O-D58DC4AA,131,19,GRA,Enugu,Joy Okafor,2024-05-21,Verified
C-OF-O-EAAB1C98,60,45,Ikeja GRA,Lagos,Deborah Okonkwo,2020-06-07,Verified
C-OF-O-09C448DB,58,46,Onitsha GRA,Anambra,Joshua Oyekan,2017-08-24,Verified
C-OF-O-C4F12877,135,23,Surulere,Lagos,Emmanuel Ojo,2015-06-11,Verified
C-OF-O-8D56DF7C,184,34,Surulere,Lagos,Daniel Oyekan,2012-08-07,Verified
C-OF-O-89648FB3,1,17,Onitsha GRA,Anambra,Victoria Ogunleye,2018-01-13,Verified
C-OF-O-2AA5551A,16,6,Surulere,Lagos,Victoria Abiola,2014-09-27,Pledged as Collateral
C-OF-O-26980A8D,68,36,New Haven,Enugu,Emmanuel Chukwu,2022-02-01,Verified
C-OF-O-5E2B432B,38,20,GRA,Enugu,Philip Adeyemi,2019-06-17,Verified
C-OF-O-20E25132,70,16,GRA,Enugu,Grace Ibrahim,2024-03-22,Verified
C-OF-O-A7B7691F,186,11,Onitsha GRA,Anambra,Joseph Nnamani,2010-12-27,Verified
C-OF-O-9298A056,99,47,Ikoyi,Lagos,Daniel Oyekan,2010-11-19,Verified
C-OF-O-7174C2E7,152,40,Nnewi,Anambra,Peter Balogun,2012-12-12,Verified
C-OF-O-95B9320E,63,21,GRA,Enugu,Comfort Nnamani,2011-05-23,Verified
C-OF-O-11AA71E5,121,38,Ikoyi,Lagos,Gabriel Nnamani,2023-05-03,Verified
C-OF-O-0156D7FE,97,6,Ikeja GRA,Lagos,Joshua Okafor,2011-11-04,Verified
C-OF-O-12E73B5B,127,25,Enugu-Ukwu,Anambra,Comfort Oyekan,2011-10-06,Verified
C-OF-O-15787AEE,99,48,Uwani,Enugu,Joseph Oshodi,2022-02-25,Verified
C-OF-O-6FA3C1AD,159,44,Victoria Island,Lagos,Gloria Obi,2014-09-04,Verified
C-OF-O-29116F52,155,1,Uwani,Enugu,Gloria Olawale,2018-10-07,Verified
C-OF-O-553883B3,111,14,Surulere,Lagos,Agnes Ekwueme,2022-12-17,Verified
C-OF-O-DD517EDC,170,4,Enugu-Ukwu,Anambra,Cornelius Okonkwo,2019-07-09,Verified
C-OF-O-02218DC0,121,9,Onitsha GRA,Anambra,Gloria Ekwueme,2011-10-05,Verified
C-OF-O-7A8E7C28,79,45,Ikeja GRA,Lagos,Comfort Obi,2024-05-27,Verified
C-OF-O-EB977257,22,30,Ikoyi,Lagos,Ruth Obi,2021-06-21,Verified
C-OF-O-C1FBE149,124,20,Ikeja GRA,Lagos,Nathaniel Abiola,2011-02-23,Verified
C-OF-O-6771DFC7,138,12,Uwani,Enugu,Victoria Ojo,2024-02-20,Verified
C-OF-O-79730ED7,96,35,Uwani,Enugu,Juliet Uche,2022-02-14,Verified
C-OF-O-909F4505,130,25,Ikoyi,Lagos,Agnes Obi,2014-12-04,Verified
C-OF-O-758DA25F,37,13,Nnewi,Anambra,Mary Uche,2016-05-31,Verified
C-OF-O-EFCC6DDC,190,37,Uwani,Enugu,Benjamin Ogunleye,2019-08-28,Pledged as Collateral
C-OF-O-751548BB,156,3,Uwani,Enugu,James Akinwale,2014-11-12,Verified
C-OF-O-C0D84F60,61,9,Nnewi,Anambra,Grace Balogun,2012-02-03,Verified
C-OF-O-173E1C29,118,27,Ikoyi,Lagos,Deborah Okonkwo,2017-02-18,Verified
C-OF-O-F0F3481A,87,24,Trans-Ekulu,Enugu,Samuel Ibrahim,2023-07-07,Verified
C-OF-O-0D53FB81,165,36,Victoria Island,Lagos,Ruth Balogun,2015-10-10,Verified
C-OF-O-C2C4AC74,188,23,Uwani,Enugu,Gloria Obi,2011-11-22,Verified
C-OF-O-48183434,101,34,Enugu-Ukwu,Anambra,Simon Oshodi,2016-01-11,Verified
C-OF-O-507344F7,49,47,Onitsha GRA,Anambra,Agnes Oyekan,2022-10-22,Verified
C-OF-O-8CB7E33C,9,37,Victoria Island,Lagos,Comfort Okonkwo,2020-04-13,Verified
C-OF-O-7F5DC208,73,37,Nnewi,Anambra,Ruth Abiola,2022-05-05,Verified
C-OF-O-A9D2CB71,163,16,Ikoyi,Lagos,Grace Adetokunbo,2018-08-23,Verified
C-OF-O-13119B39,119,38,Surulere,Lagos,Gabriel Obi,2023-07-11,Verified
C-OF-O-DF94FC5A,76,22,New Haven,Enugu,David Adeyemi,2011-05-11,Verified
C-OF-O-154C82DA,184,1,Onitsha GRA,Anambra,Elizabeth Olawale,2015-09-25,Verified
C-OF-O-6599CBA9,33,38,Uwani,Enugu,Joshua Adeyemi,2013-02-28,Verified
C-OF-O-B986AA74,4,29,Surulere,Lagos,Peter Ogunleye,2019-11-26,Verified
C-OF-O-ADB02F9D,139,45,Enugu-Ukwu,Anambra,Victoria Eze,2023-02-04,Verified
C-OF-O-C5F8880B,162,29,Amawbia,Anambra,Elizabeth Chukwu,2016-07-09,Verified
C-OF-O-F0E9BBBF,99,27,Onitsha GRA,Anambra,Gabriel Abiola,2013-11-27,Verified
C-OF-O-6CE0DB09,26,49,Trans-Ekulu,Enugu,Michael Okafor,2015-11-16,Verified
C-OF-O-DD4202A4,79,45,Victoria Island,Lagos,Comfort Olawale,2022-07-18,Verified
C-OF-O-581F19A3,94,44,New Haven,Enugu,Stephen Eze,2013-05-17,Verified
C-OF-O-CAD2A80D,72,28,New Haven,Enugu,John Olawale,2012-02-01,Verified
C-OF-O-A67733FD,182,27,Surulere,Lagos,Comfort Adeyemi,2020-06-09,Verified
C-OF-O-1ABA78BB,166,19,Surulere,Lagos,James Nnamani,2022-11-05,Verified
C-OF-O-27069E52,124,13,Trans-Ekulu,Enugu,Deborah Oshodi,2018-10-23,Verified
C-OF-O-933D22AB,153,17,Surulere,Lagos,Joshua Oyekan,2013-11-09,Verified
C-OF-O-7E3BDB12,75,26,GRA,Enugu,Emmanuel Uche,2019-10-26,Verified
C-OF-O-A3B7A4BD,87,16,GRA,Enugu,James Balogun,2017-12-23,Verified
C-OF-O-355DCB26,173,31,Onitsha GRA,Anambra,Juliet Ogunleye,2022-05-04,Verified
C-OF-O-1EABAD9B,193,28,Onitsha GRA,Anambra,Comfort Chukwu,2013-04-07,Verified
C-OF-O-05E94D06,150,28,GRA,Enugu,Comfort Akinwale,2021-07-31,Verified
C-OF-O-3831A65A,82,33,Nnewi,Anambra,Nathaniel Akinwale,2018-02-26,Verified
C-OF-O-9D7AFDB6,132,12,Surulere,Lagos,Simon Oyekan,2019-09-26,Verified
C-OF-O-F8ECEF04,163,33,GRA,Enugu,Joy Adeyemi,2010-11-20,Verified
C-OF-O-024878E4,117,27,Onitsha GRA,Anambra,Peter Ekwueme,2016-01-12,Verified
C-OF-O-048B3C39,175,42,Surulere,Lagos,Elizabeth Ojo,2020-07-21,Verified
C-OF-O-F99A7B1A,197,25,New Haven,Enugu,Agnes Ekwueme,2024-06-14,Verified
C-OF-O-1649B7C7,158,45,Uwani,Enugu,Peace Obasanjo,2019-11-02,Verified
C-OF-O-3E660305,110,45,Ikoyi,Lagos,Faith Akinwale,2011-08-08,Verified
C-OF-O-54D92CC7,74,14,Ikeja GRA,Lagos,Daniel Uche,2015-09-08,Pledged as Collateral
C-OF-O-164ED7CF,10,36,Enugu-Ukwu,Anambra,Joshua Ekwueme,2020-04-11,Verified
C-OF-O-E7C624FB,31,7,Surulere,Lagos,Peace Uche,2018-08-27,Verified
C-OF-O-C03699C2,111,42,Ikeja GRA,Lagos,Joy Okonkwo,2014-05-09,Verified
C-OF-O-1073A2D4,92,20,GRA,Enugu,John Ojo,2022-11-09,Verified
C-OF-O-2B1CDD60,137,31,Trans-Ekulu,Enugu,Nathaniel Balogun,2017-03-31,Verified
C-OF-O-C0716864,32,28,Nnewi,Anambra,Joseph Olawale,2020-07-23,Verified
C-OF-O-BDCF1F6F,177,7,Nnewi,Anambra,Mary Ojo,2022-06-22,Verified
C-OF-O-CFD930C6,90,39,Uwani,Enugu,Nathaniel Ogunleye,2013-08-22,Verified
C-OF-O-A137C24F,138,2,Uwani,Enugu,Deborah Eze,2021-09-05,Under Dispute
C-OF-O-D0C81CD5,121,16,Uwani,Enugu,John Chukwu,2021-06-19,Verified
C-OF-O-9FD24522,193,29,Onitsha GRA,Anambra,Andrew Uche,2015-12-25,Verified
C-OF-O-7933EA44,69,30,Surulere,Lagos,Philip Obasanjo,2014-12-30,Verified
C-OF-O-F534E843,55,48,Trans-Ekulu,Enugu,Agnes Okafor,2021-06-30,Verified
C-OF-O-80B46C18,91,12,Ikeja GRA,Lagos,Peace Ekwueme,2023-03-13,Verified
C-OF-O-A07F5A99,110,36,Ikeja GRA,Lagos,James Olawale,2012-12-28,Verified
C-OF-O-716556C7,27,48,Victoria Island,Lagos,John Ogunleye,2019-07-29,Verified
C-OF-O-BB3B087A,139,43,Enugu-Ukwu,Anambra,Angela Obasanjo,2018-01-27,Verified
C-OF-O-CEA2349E,123,18,Trans-Ekulu,Enugu,Juliet Eze,2013-10-25,Verified
C-OF-O-5BC11C98,128,43,Trans-Ekulu,Enugu,Sarah Adetokunbo,2019-12-28,Verified
C-OF-O-FA70D1B3,151,50,Onitsha GRA,Anambra,Ruth Okafor,2019-08-20,Verified
C-OF-O-C1E3F8CB,88,1,Victoria Island,Lagos,Joseph Ekwueme,2016-09-27,Verified
C-OF-O-CF028EC9,62,11,Enugu-Ukwu,Anambra,David Uche,2020-02-29,Verified
C-OF-O-20ECEB3F,120,12,Uwani,Enugu,Esther Obi,2014-06-10,Verified
C-OF-O-64ACB175,190,16,Uwani,Enugu,Victoria Obasanjo,2015-01-15,Verified
C-OF-O-C4FD631A,36,47,Trans-Ekulu,Enugu,Mark Okafor,2014-10-09,Verified
C-OF-O-40EEF8E1,32,6,Amawbia,Anambra,David Okafor,2020-04-13,Verified
C-OF-O-F794D3E0,107,49,Enugu-Ukwu,Anambra,Paul Akinwale,2012-01-20,Verified
C-OF-O-9CC32579,103,11,New Haven,Enugu,Peace Obasanjo,2013-09-27,Verified
C-OF-O-70FE9FE0,175,43,Surulere,Lagos,Charity Chukwu,2013-11-24,Verified
C-OF-O-7DEBDDF5,58,43,Surulere,Lagos,Philip Balogun,2017-05-23,Verified
C-OF-O-33A7487B,100,23,Onitsha GRA,Anambra,Paul Obi,2020-05-15,Verified
C-OF-O-769FC3BF,42,20,Surulere,Lagos,Angela Olawale,2011-05-18,Verified
C-OF-O-F05CFDA3,24,28,Nnewi,Anambra,Emmanuel Balogun,2021-01-26,Verified
C-OF-O-07A9104B,35,14,Enugu-Ukwu,Anambra,Simon Adetokunbo,2012-04-08,Verified
C-OF-O-6B654837,141,2,Enugu-Ukwu,Anambra,Philip Nnamani,2024-02-01,Verified
C-OF-O-2EFE90A4,184,11,Amawbia,Anambra,Andrew Eze,2022-10-15,Verified
C-OF-O-96512E42,103,39,Onitsha GRA,Anambra,Paul Ojo,2013-10-09,Verified
C-OF-O-9708948A,163,16,Trans-Ekulu,Enugu,Ruth Balogun,2018-05-06,Verified
C-OF-O-FD50F8D4,101,34,Ikeja GRA,Lagos,Gabriel Obasanjo,2022-06-09,Verified
C-OF-O-7E0EB620,16,19,New Haven,Enugu,Stephen Olawale,2015-06-03,Verified
C-OF-O-7C950FD9,74,19,Trans-Ekulu,Enugu,Charity Eze,2012-04-06,Verified
C-OF-O-6D31641A,61,5,GRA,Enugu,Grace Adeyemi,2013-05-05,Verified
C-OF-O-8811EFAB,22,17,Trans-Ekulu,Enugu,Emmanuel Adeyemi,2024-09-25,Verified
C-OF-O-CE86BF5E,118,40,New Haven,Enugu,Comfort Oshodi,2013-08-26,Under Dispute
